map_family,map_size,map,slip,method,budget_frac,n_states,n_basis,n_boundary,state_compression_ratio,n_edges_valid,group_all_feasible,n_groups_feasible,group_total_violation,group_max_violation,trace_group_all_feasible,trace_group_total_violation,trace_group_max_violation,group_test_bits_mean,group_test_bits_cvar,selection_time_sec,one_shot_candidate_universe_time_sec,one_shot_probe_build_time_sec,one_shot_green_time_sec,one_shot_apply_time_sec,delta_backend,kernel_time_sec,upfront_time_sec,smdp_solve_time_sec,compressed_total_time_sec,full_vi_time_sec,full_vi_backup_count,smdp_edge_backup_count,planning_speedup,total_speedup,break_even_tasks,backup_compression_ratio,start_gap,value_gap_max,first_hit_mode,first_hit_used_steps_max,first_hit_tail_bound_max,stop_reason,probe_cache_hits,probe_cache_misses,probe_cache_hit_rate,probe_calls,unique_probe_evals,probe_context_build_time_sec,probe_green_kernel_time_sec,probe_operator_delta_time_sec,active_weight_time_sec,active_weight_cache_hit_rate,probe_call_overhead_time_sec,candidate_score_time_sec,beam_expansion_time_sec,profiled_selection_time_sec,uncached_probe_eval_time_sec,boundary,error,split,maze_seed,topology_seed,goal_variant,map_rows
braid_maze,15,braid_maze_15_seed0_goal0,0.0,group_constrained_incremental,0.25,108,31,3,36.0,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.8785813399590552,0.0,0.0,0.0,0.0,insertion_score,0.04858422791585326,1.9271655678749084,0.0012328960001468658,1.9283984638750553,0.08139506098814309,13392,78,66.01940551226308,0.042208631936255694,25,171.69230769230768,3.552713678800501e-15,3.552713678800501e-15,adaptive,21,0.0,feasible,0,12,0.0,12,12,1.5655517001869157,0.02313008881174028,0.020481576560996473,0.06062790902797133,0.0,0.20549603330437094,0.0019155769841745496,1.4455057680606842e-05,1.8772173399338499,1.8146593988640234,"[0, 2, 107]",,test,0,0,0,"[""###############"", ""#S............#"", ""#.#.#####..####"", ""#.#.#.........#"", ""#.#.#.#.#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#...#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#.###.#.#.#"", ""#.#.#.......#.#"", ""#.###.#.#.#.#.#"", ""#.....#.#.....#"", ""#.#.###.###.#.#"", ""#...#.......#G#"", ""###############""]"
braid_maze,15,braid_maze_15_seed0_goal0,0.05,group_constrained_incremental,0.25,108,31,3,36.0,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,51.81753746157941,77.72630619236912,16.987265704898164,0.0,0.0,0.0,0.0,insertion_score,0.07989057898521423,17.067156283883378,0.0004049889976158738,17.067561272880994,0.1599830969935283,24192,18,395.03072413159714,0.009373518245264998,107,1344.0,0.023209728994302736,0.023209728994302736,adaptive,40,9.21761787549684e-07,budget_not_met,0,66,0.0,66,66,14.171099972096272,0.575384269701317,0.5859628147445619,0.3239049391122535,0.0,1.3102120775729418,0.010644564987160265,0.00014213600661605597,16.977350774221122,16.642659134115092,"[0, 91, 107]",,test,0,0,0,"[""###############"", ""#S............#"", ""#.#.#####..####"", ""#.#.#.........#"", ""#.#.#.#.#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#...#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#.###.#.#.#"", ""#.#.#.......#.#"", ""#.###.#.#.#.#.#"", ""#.....#.#.....#"", ""#.#.###.###.#.#"", ""#...#.......#G#"", ""###############""]"
braid_maze,15,braid_maze_15_seed0_goal0,0.1,group_constrained_incremental,0.25,108,31,3,36.0,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,51.81753746157941,77.72630619236912,19.224794500041753,0.0,0.0,0.0,0.0,insertion_score,0.07822972198482603,19.30302422202658,0.00032854394521564245,19.303352765971795,0.18132742296438664,29808,18,551.9122345881947,0.009393571425790498,107,1656.0,0.0468794201333651,0.0468794201333651,adaptive,49,9.363528036506202e-07,budget_not_met,0,66,0.0,66,66,16.52167565736454,0.5359129431890324,0.5523645968642086,0.3145294457208365,0.0,1.2839137064293027,0.009175158105790615,0.00011384394019842148,19.21768535161391,18.893866903847083,"[0, 91, 107]",,test,0,0,0,"[""###############"", ""#S............#"", ""#.#.#####..####"", ""#.#.#.........#"", ""#.#.#.#.#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#...#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#.###.#.#.#"", ""#.#.#.......#.#"", ""#.###.#.#.#.#.#"", ""#.....#.#.....#"", ""#.#.###.###.#.#"", ""#...#.......#G#"", ""###############""]"
braid_maze,15,braid_maze_15_seed0_goal1,0.0,group_constrained_incremental,0.25,108,31,3,36.0,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.904451278038323,0.0,0.0,0.0,0.0,insertion_score,0.054262200952507555,1.9587134789908305,0.0013558929786086082,1.960069371969439,0.08799818996340036,13392,78,64.9005425588253,0.04489544667237033,23,171.69230769230768,3.552713678800501e-15,3.552713678800501e-15,adaptive,21,0.0,feasible,0,12,0.0,12,12,1.5874712121440098,0.023866544128395617,0.020695102051831782,0.06000487203709781,0.0,0.2088174526579678,0.0020235899137333035,1.2579956091940403e-05,1.902891352889128,1.840850310982205,"[0, 17, 104]",,test,0,0,1,"[""###############"", ""#S............#"", ""#.#.#####..####"", ""#.#.#.........#"", ""#.#.#.#.#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#...#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#.###.#.#.#"", ""#.#.#.......#.#"", ""#.###.#.#.#.#.#"", ""#.....#.#.....#"", ""#.#.###.###.#.#"", ""#...#....G..#.#"", ""###############""]"
braid_maze,15,braid_maze_15_seed0_goal1,0.05,group_constrained_incremental,0.25,108,31,4,27.0,12,False,2,19.43157654809228,19.43157654809228,False,19.43157654809228,19.43157654809228,25.908768776332078,38.86315309618456,16.953891991986893,0.0,0.0,0.0,0.0,insertion_score,0.14503181702457368,17.098923809011467,0.0035601999843493104,17.102484008995816,0.15956209297291934,24624,216,44.81829494813678,0.009329761272630953,110,114.0,2.354951039507114e-06,2.354951039507114e-06,adaptive,39,9.01833043533579e-07,budget_not_met,0,66,0.0,66,66,14.220154982060194,0.5544964640866965,0.5823400291847065,0.31796935107558966,0.0,1.2602582606486976,0.009949501836672425,0.00011465931311249733,16.94528324820567,16.617249735980295,"[0, 17, 102, 104]",,test,0,0,1,"[""###############"", ""#S............#"", ""#.#.#####..####"", ""#.#.#.........#"", ""#.#.#.#.#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#...#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#.###.#.#.#"", ""#.#.#.......#.#"", ""#.###.#.#.#.#.#"", ""#.....#.#.....#"", ""#.#.###.###.#.#"", ""#...#....G..#.#"", ""###############""]"
braid_maze,15,braid_maze_15_seed0_goal1,0.1,group_constrained_incremental,0.25,108,31,6,18.0,30,False,2,19.43157654808507,19.43157654808507,False,19.43157654808507,19.43157654808507,25.908769634436666,38.86315309617735,19.894186849007383,0.0,0.0,0.0,0.0,insertion_score,0.3086380970198661,20.20282494602725,0.009146293974481523,20.21197124000173,0.19838840700685978,30240,600,21.690578452908937,0.009815391316915549,107,50.4,2.4731051450288533e-05,0.0015535520315772544,adaptive,50,8.921471014908119e-07,budget_not_met,0,66,0.0,66,66,17.143822383251972,0.5537443564971909,0.5917114117182791,0.3175496731419116,0.0,1.2698043931741267,0.009830145863816142,0.00012063898611813784,19.886583002633415,19.55908254464157,"[0, 2, 9, 17, 102, 104]",,test,0,0,1,"[""###############"", ""#S............#"", ""#.#.#####..####"", ""#.#.#.........#"", ""#.#.#.#.#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#...#.###.#"", ""#.#.#.#.....#.#"", ""#.#.#.###.#.#.#"", ""#.#.#.......#.#"", ""#.###.#.#.#.#.#"", ""#.....#.#.....#"", ""#.#.###.###.#.#"", ""#...#....G..#.#"", ""###############""]"
braid_maze,15,braid_maze_15_seed1_goal0,0.0,group_constrained_incremental,0.25,107,36,3,35.666666666666664,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.650517012923956,0.0,0.0,0.0,0.0,insertion_score,0.07228395598940551,1.7228009689133614,0.000639028032310307,1.7234399969456717,0.07070952001959085,10700,30,110.65167167072705,0.04102812987101624,25,356.6666666666667,7.105427357601002e-15,7.105427357601002e-15,adaptive,23,0.0,feasible,0,12,0.0,12,12,1.3585772432852536,0.02122986933682114,0.02612621325533837,0.04464740306138992,0.0,0.19681976118590683,0.0018990199314430356,9.627081453800201e-06,1.6493091371376067,1.60275308706332,"[0, 58, 106]",,test,1,1,0,"[""###############"", ""#S....#...#...#"", ""#.#.#.#.#.#.#.#"", ""#.#.#...#...#.#"", ""#.#.###.#####.#"", ""#.#...#.....#.#"", ""#.#.#.####..#.#"", ""#...#.#.......#"", ""#..##.#..####.#"", ""#.....#...#...#"", ""#.###.###.#.#.#"", ""#...#...#.#.#.#"", ""#.#.#.#.#.###.#"", ""#.#..........G#"", ""###############""]"
braid_maze,15,braid_maze_15_seed1_goal0,0.05,group_constrained_incremental,0.25,107,36,3,35.666666666666664,6,False,1,38.86315309618456,19.43157654809228,False,38.86315309618456,19.43157654809228,25.908768776346093,38.86315309618456,15.493512040935457,0.0,0.0,0.0,0.0,insertion_score,0.11361950100399554,15.607131541939452,0.00042077398393303156,15.607552315923385,0.1372424151049927,20972,18,326.1665890608759,0.008793333658409272,115,1165.111111111111,0.00814469452998523,0.00814469452998523,adaptive,42,9.453076269612336e-07,budget_not_met,0,66,0.0,66,66,12.646289680385962,0.5334821039577946,0.7059830862563103,0.31184140988625586,0.0,1.2757938882568851,0.011551958043128252,0.00013375701382756233,15.485075883800164,15.161548758856952,"[0, 74, 106]",,test,1,1,0,"[""###############"", ""#S....#...#...#"", ""#.#.#.#.#.#.#.#"", ""#.#.#...#...#.#"", ""#.#.###.#####.#"", ""#.#...#.....#.#"", ""#.#.#.####..#.#"", ""#...#.#.......#"", ""#..##.#..####.#"", ""#.....#...#...#"", ""#.###.###.#.#.#"", ""#...#...#.#.#.#"", ""#.#.#.#.#.###.#"", ""#.#..........G#"", ""###############""]"
braid_maze,15,braid_maze_15_seed1_goal0,0.1,group_constrained_incremental,0.25,107,36,6,17.833333333333332,30,True,3,0.0,0.0,True,0.0,0.0,0.0013184341082666505,0.001977649438997919,14.03549617191311,0.0,0.0,0.0,0.0,insertion_score,0.4415063690394163,14.477002540952526,0.007404139032587409,14.484406679985113,0.16845186904538423,25680,480,22.75104077651524,0.011629877064840696,90,53.5,0.01646893192452481,0.020950067433599173,adaptive,51,9.714000200491703e-07,feasible,0,54,0.0,54,54,11.9978939704597,0.33235717413481325,0.43405564641579986,0.23031761683523655,0.0,1.023728525149636,0.009728347999043763,0.00011523801367729902,14.028196519007906,13.788035316159949,"[0, 58, 80, 82, 102, 106]",,test,1,1,0,"[""###############"", ""#S....#...#...#"", ""#.#.#.#.#.#.#.#"", ""#.#.#...#...#.#"", ""#.#.###.#####.#"", ""#.#...#.....#.#"", ""#.#.#.####..#.#"", ""#...#.#.......#"", ""#..##.#..####.#"", ""#.....#...#...#"", ""#.###.###.#.#.#"", ""#...#...#.#.#.#"", ""#.#.#.#.#.###.#"", ""#.#..........G#"", ""###############""]"
braid_maze,15,braid_maze_15_seed1_goal1,0.0,group_constrained_incremental,0.25,107,35,3,35.666666666666664,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.8026902040001005,0.0,0.0,0.0,0.0,insertion_score,0.0712115130154416,1.873901717015542,0.0003590149572119117,1.874260731972754,0.08284266199916601,12412,18,230.74989031798867,0.04420018014887925,23,689.5555555555555,7.105427357601002e-15,7.105427357601002e-15,adaptive,22,0.0,feasible,0,12,0.0,12,12,1.506840893998742,0.02331334783229977,0.02327558782417327,0.038461513933725655,0.0,0.20719344553072006,0.0019040299812331796,1.0324991308152676e-05,1.8009991440922022,1.7606232751859352,"[0, 78, 87]",,test,1,1,1,"[""###############"", ""#S....#...#...#"", ""#.#.#.#.#.#.#.#"", ""#.#.#...#...#.#"", ""#.#.###.#####.#"", ""#.#...#.....#.#"", ""#.#.#.####..#.#"", ""#...#.#.......#"", ""#..##.#..####.#"", ""#.....#...#...#"", ""#.###.###.#.#.#"", ""#...#...#.#G#.#"", ""#.#.#.#.#.###.#"", ""#.#...........#"", ""###############""]"
